,number_in_party,language,destination,method_of_travel,departure_date,company,country_of_origin,destination_city,arrival_date
182,1,Spanish,Florida - FL,,2021-03-01,,Cuba,,2021-03-01
183,1,Spanish,Florida - FL,,2021-03-01,,Cuba,,2021-03-01
184,1,Spanish,Florida - FL,,2021-03-01,,Mexico,,2021-03-01
185,1,Spanish,Texas - TX,,2021-03-01,,Cuba,,2021-03-01
186,1,Spanish,Florida - FL,,2021-03-01,,Cuba,,2021-03-01
187,1,Portuguese,New Jersey - NJ,,2021-03-01,,Brazil,,2021-03-01
188,1,Spanish,Florida - FL,,2021-03-01,,Cuba,,2021-03-01
189,1,Spanish,Florida - FL,,2021-03-01,,Cuba,,2021-03-01
190,1,Spanish,Georgia - GA,,2021-03-02,,Venezuela,,2021-03-02
191,4,Spanish,New York - NY,,2021-03-02,,Ecuador,,2021-03-02
191,4,Spanish,New York - NY,,2021-03-02,,Ecuador,,2021-03-02
191,4,Spanish,New York - NY,,2021-03-02,,Ecuador,,2021-03-02
191,4,Spanish,New York - NY,,2021-03-02,,Ecuador,,2021-03-02
192,2,Spanish,Georgia - GA,,2021-03-02,,Mexico,,2021-03-02
192,2,Spanish,Georgia - GA,,2021-03-02,,Mexico,,2021-03-02
193,2,Spanish,Alabama - AL,,2021-03-02,,Guatemala,,2021-03-02
193,2,Spanish,Alabama - AL,,2021-03-02,,Guatemala,,2021-03-02
194,1,Achi,Florida - FL,,2021-03-03,,Guatemala,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
195,6,Spanish,Georgia - GA,,2021-03-03,,Venezuela,,2021-03-03
196,1,Spanish,Texas - TX,,2021-03-03,,Venezuela,,2021-03-03
197,1,Spanish,California - CA,,2021-03-03,,Guatemala,,2021-03-03
198,2,Spanish,Utah - UT,,2021-03-03,,Venezuela,,2021-03-03
198,2,Spanish,Utah - UT,,2021-03-03,,Venezuela,,2021-03-03
199,2,Chuj,Alabama - AL,,2021-03-03,,Guatemala,,2021-03-03
199,2,Chuj,Alabama - AL,,2021-03-03,,Guatemala,,2021-03-03
200,2,Spanish,"Newman Lake, WA",,2021-03-03,,Venezuela,,2021-03-03
200,2,Spanish,"Newman Lake, WA",,2021-03-03,,Venezuela,,2021-03-03
201,1,Spanish,"Tampa, FL",,2021-03-03,,Cuba,,2021-03-03
202,1,Spanish,"Miami, FL",,2021-03-03,,Cuba,,2021-03-03
203,1,Spanish,"Las Vegas, NV",,2021-03-03,,Cuba,,2021-03-03
204,3,Portuguese,"Philadelphia, PA",,2021-03-03,,Brazil,,2021-03-03
204,3,Portuguese,"Philadelphia, PA",,2021-03-03,,Brazil,,2021-03-03
204,3,Portuguese,"Philadelphia, PA",,2021-03-03,,Brazil,,2021-03-03
205,3,Spanish,"West Park, FL",,2021-03-03,,Venezuela,,2021-03-03
205,3,Spanish,"West Park, FL",,2021-03-03,,Venezuela,,2021-03-03
205,3,Spanish,"West Park, FL",,2021-03-03,,Venezuela,,2021-03-03
206,4,Spanish,"Plantation, FL",,2021-03-03,,Venezuela,,2021-03-03
206,4,Spanish,"Plantation, FL",,2021-03-03,,Venezuela,,2021-03-03
206,4,Spanish,"Plantation, FL",,2021-03-03,,Venezuela,,2021-03-03
206,4,Spanish,"Plantation, FL",,2021-03-03,,Venezuela,,2021-03-03
207,2,Spanish,"Kissimee, FL",,2021-03-03,,Cuba,,2021-03-03
207,2,Spanish,"Kissimee, FL",,2021-03-03,,Cuba,,2021-03-03
208,1,Spanish,"Homested, FL",,2021-03-03,,Cuba,,2021-03-03
209,1,Spanish,"West Palm Beach, FL",,2021-03-03,,Cuba,,2021-03-03
210,1,Spanish,"Fairdale, KY",,2021-03-03,,Cuba,,2021-03-03
211,1,Spanish,"Venice, FL",,2021-03-03,,Cuba,,2021-03-03
212,1,Spanish,"Las Vegas, NV",,2021-03-03,,Cuba,,2021-03-03
213,1,Spanish,"Miami, FL",,2021-03-03,,Cuba,,2021-03-03
214,3,Portuguese,"Pampano Beach, FL",,2021-03-03,,Brazil,,2021-03-03
214,3,Portuguese,"Pampano Beach, FL",,2021-03-03,,Brazil,,2021-03-03
214,3,Portuguese,"Pampano Beach, FL",,2021-03-03,,Brazil,,2021-03-03
215,1,Spanish,"Hialeah, FL",,2021-03-03,,Cuba,,2021-03-03
216,1,Portuguese,"Panama City, FL",,2021-03-03,,Brazil,,2021-03-03
217,1,Spanish,"Houston, TX",,2021-03-03,,Cuba,,2021-03-03
218,1,Spanish,"Houston, TX",,2021-03-03,,Cuba,,2021-03-03
219,3,Portuguese,"Farmingham, MA",,2021-03-03,,Brazil,,2021-03-03
219,3,Portuguese,"Farmingham, MA",,2021-03-03,,Brazil,,2021-03-03
219,3,Portuguese,"Farmingham, MA",,2021-03-03,,Brazil,,2021-03-03
220,2,Portuguese,"Boston, MA",,2021-03-03,,Brazil,,2021-03-03
220,2,Portuguese,"Boston, MA",,2021-03-03,,Brazil,,2021-03-03
221,3,Portuguese,"Hoover, AL",,2021-03-03,,Brazil,,2021-03-03
221,3,Portuguese,"Hoover, AL",,2021-03-03,,Brazil,,2021-03-03
221,3,Portuguese,"Hoover, AL",,2021-03-03,,Brazil,,2021-03-03
222,2,Spanish,"Metarie, LA",,2021-03-03,,Nicaragua,,2021-03-03
222,2,Spanish,"Metarie, LA",,2021-03-03,,Nicaragua,,2021-03-03
223,3,Spanish,"Tampa, FL",,2021-03-03,,Cuba,,2021-03-03
223,3,Spanish,"Tampa, FL",,2021-03-03,,Cuba,,2021-03-03
223,3,Spanish,"Tampa, FL",,2021-03-03,,Cuba,,2021-03-03
224,3,Portuguese,"Marshfield, MA",,2021-03-03,,Brazil,,2021-03-03
224,3,Portuguese,"Marshfield, MA",,2021-03-03,,Brazil,,2021-03-03
224,3,Portuguese,"Marshfield, MA",,2021-03-03,,Brazil,,2021-03-03
225,4,Spanish,Florida - FL,,2021-03-04,,Venezuela,,2021-03-04
225,4,Spanish,Florida - FL,,2021-03-04,,Venezuela,,2021-03-04
225,4,Spanish,Florida - FL,,2021-03-04,,Venezuela,,2021-03-04
225,4,Spanish,Florida - FL,,2021-03-04,,Venezuela,,2021-03-04
226,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
226,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
226,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
227,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
227,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
227,3,Spanish,Texas - TX,,2021-03-04,,Venezuela,,2021-03-04
228,4,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
228,4,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
228,4,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
228,4,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
229,1,Spanish,Texas - TX,,2021-03-04,,Cuba,,2021-03-04
230,3,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
230,3,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
230,3,Spanish,Florida - FL,,2021-03-04,,Cuba,,2021-03-04
231,2,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
231,2,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
232,1,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
233,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
233,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
233,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
234,2,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
234,2,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
235,1,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
236,1,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
237,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
237,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
237,3,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
238,3,Spanish,"Houston, TX",,2021-03-04,,Cuba,,2021-03-04
238,3,Spanish,"Houston, TX",,2021-03-04,,Cuba,,2021-03-04
238,3,Spanish,"Houston, TX",,2021-03-04,,Cuba,,2021-03-04
239,1,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
240,1,Spanish,"Houston, TX",,2021-03-04,,Cuba,,2021-03-04
241,1,Spanish,"Miami, FL",,2021-03-04,,Cuba,,2021-03-04
242,1,Spanish,"Houston, TX",,2021-03-04,,Cuba,,2021-03-04
243,4,Spanish,"San Antonio, TX",,2021-03-04,,Cuba,,2021-03-04
243,4,Spanish,"San Antonio, TX",,2021-03-04,,Cuba,,2021-03-04
243,4,Spanish,"San Antonio, TX",,2021-03-04,,Cuba,,2021-03-04
243,4,Spanish,"San Antonio, TX",,2021-03-04,,Cuba,,2021-03-04
244,2,Spanish,"Detroit, MI",,2021-03-04,,Cuba,,2021-03-04
244,2,Spanish,"Detroit, MI",,2021-03-04,,Cuba,,2021-03-04
245,1,Spanish,"Tampa, FL",,2021-03-04,,,,2021-03-04
246,1,Spanish,"Miami, FL",,2021-03-04,,,,2021-03-04
247,1,Spanish,"Miami, FL",,2021-03-04,,,,2021-03-04
248,1,Spanish,"Miami, FL",,2021-03-04,,,,2021-03-04
249,3,Portuguese,"Framingham, MA",,2021-03-04,,,,2021-03-04
249,3,Portuguese,"Framingham, MA",,2021-03-04,,,,2021-03-04
249,3,Portuguese,"Framingham, MA",,2021-03-04,,,,2021-03-04
250,1,Portuguese,"San Francisco, CA",,2021-03-04,,,,2021-03-04
251,1,Portuguese,"Quincy, MA",,2021-03-04,,,,2021-03-04
252,1,Spanish,"Tampa, FL",,2021-03-04,,,,2021-03-04
253,1,Spanish,"Tampa, FL",,2021-03-04,,,,2021-03-04
254,3,Spanish,"Phoenix, AZ",,2021-03-04,,,,2021-03-04
254,3,Spanish,"Phoenix, AZ",,2021-03-04,,,,2021-03-04
254,3,Spanish,"Phoenix, AZ",,2021-03-04,,,,2021-03-04
255,1,Spanish,"Miami, FL",,2021-03-04,,,,2021-03-04
256,1,Spanish,"San Diego, CA",,2021-03-04,,,,2021-03-04
257,1,Creole,"Miami, FL",,2021-03-04,,,,2021-03-04
258,1,Spanish,"Cypress, TX",,2021-03-04,,,,2021-03-04
259,1,Spanish,"Miami, FL",,2021-03-04,,,,2021-03-04
260,1,Spanish,"San Antonio, TX",,2021-03-04,,,,2021-03-04
261,2,Spanish,"Detroit, MI",,2021-03-04,,,,2021-03-04
261,2,Spanish,"Detroit, MI",,2021-03-04,,,,2021-03-04
262,3,Portuguese,"Milford, MS",,2021-03-04,,,,2021-03-04
262,3,Portuguese,"Milford, MS",,2021-03-04,,,,2021-03-04
262,3,Portuguese,"Milford, MS",,2021-03-04,,,,2021-03-04
263,2,Spanish,,,2021-03-04,,,,2021-03-04
263,2,Spanish,,,2021-03-04,,,,2021-03-04
264,1,Spanish,Florida - FL,,2021-03-05,,Venezuela,,2021-03-05
265,4,Spanish,Florida - FL,,2021-03-05,,Venezuela,,2021-03-05
265,4,Spanish,Florida - FL,,2021-03-05,,Venezuela,,2021-03-05
265,4,Spanish,Florida - FL,,2021-03-05,,Venezuela,,2021-03-05
265,4,Spanish,Florida - FL,,2021-03-05,,Venezuela,,2021-03-05
266,4,Spanish,Texas - TX,,2021-03-05,,Venezuela,,2021-03-05
266,4,Spanish,Texas - TX,,2021-03-05,,Venezuela,,2021-03-05
266,4,Spanish,Texas - TX,,2021-03-05,,Venezuela,,2021-03-05
266,4,Spanish,Texas - TX,,2021-03-05,,Venezuela,,2021-03-05
267,1,Spanish,Texas - TX,,2021-03-05,,Venezuela,,2021-03-05
268,1,Achi,California - CA,,2021-03-05,,Guatemala,,2021-03-05
269,4,Spanish,Colorado - CO,,2021-03-05,,Mexico,,2021-03-05
269,4,Spanish,Colorado - CO,,2021-03-05,,Mexico,,2021-03-05
269,4,Spanish,Colorado - CO,,2021-03-05,,Mexico,,2021-03-05
269,4,Spanish,Colorado - CO,,2021-03-05,,Mexico,,2021-03-05
270,1,Spanish,California - CA,,2021-03-05,,Guatemala,,2021-03-05
271,1,Achi,New Jersey - NJ,,2021-03-05,,Guatemala,,2021-03-05
272,1,Spanish,New York - NY,,2021-03-05,,Guatemala,,2021-03-05
273,1,Kichwa,New York - NY,,2021-03-05,,Ecuador,,2021-03-05
274,2,Spanish,Georgia - GA,,2021-03-06,,Venezuela,,2021-03-06
274,2,Spanish,Georgia - GA,,2021-03-06,,Venezuela,,2021-03-06
275,1,Spanish,New Jersey - NJ,,2021-03-06,,Ecuador,,2021-03-06
276,1,Spanish,Florida - FL,,2021-03-06,,Cuba,,2021-03-06
277,1,Spanish,Texas - TX,,2021-03-06,,Venezuela,,2021-03-06
278,1,Spanish,Florida - FL,,2021-03-06,,Nicaragua,,2021-03-06
279,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
279,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
279,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
280,3,Spanish,"Riviera Beach, FL",,2021-03-06,,,,2021-03-06
280,3,Spanish,"Riviera Beach, FL",,2021-03-06,,,,2021-03-06
280,3,Spanish,"Riviera Beach, FL",,2021-03-06,,,,2021-03-06
281,1,Spanish,"Baton Rouge, LA",,2021-03-06,,,,2021-03-06
282,2,,"Cutter Bay, FL",,2021-03-06,,,,2021-03-06
282,2,,"Cutter Bay, FL",,2021-03-06,,,,2021-03-06
283,3,Spanish,"Holliwood, FL",,2021-03-06,,,,2021-03-06
283,3,Spanish,"Holliwood, FL",,2021-03-06,,,,2021-03-06
283,3,Spanish,"Holliwood, FL",,2021-03-06,,,,2021-03-06
284,1,Spanish,"Houston, TX",,2021-03-06,,,,2021-03-06
285,1,Spanish,"Miami, FL",,2021-03-06,,,,2021-03-06
286,4,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
286,4,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
286,4,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
286,4,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
287,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
287,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
287,3,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
288,3,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
288,3,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
288,3,Romanian,"Scottsbluff, NE",,2021-03-06,,Romania,,2021-03-06
289,3,Spanish,,,2021-03-06,,Cuba,,2021-03-06
289,3,Spanish,,,2021-03-06,,Cuba,,2021-03-06
289,3,Spanish,,,2021-03-06,,Cuba,,2021-03-06
290,3,Spanish,,,2021-03-06,,Cuba/Brazil,,2021-03-06
290,3,Spanish,,,2021-03-06,,Cuba/Brazil,,2021-03-06
290,3,Spanish,,,2021-03-06,,Cuba/Brazil,,2021-03-06
291,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
291,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
291,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
292,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
292,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
292,3,Spanish,,,2021-03-06,,Nicaragua,,2021-03-06
293,4,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
293,4,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
293,4,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
293,4,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
294,2,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
294,2,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
295,2,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
295,2,Portuguese,,,2021-03-06,,Brazil,,2021-03-06
296,1,,,,2021-03-06,,India,,2021-03-06
297,1,Spanish,,,2021-03-06,,Cuba,,2021-03-06
298,1,Spanish,,,2021-03-06,,Venezuela,,2021-03-06
299,1,Spanish,,,2021-03-06,,Cuba,,2021-03-06
300,1,Spanish,Tennessee - TN,,2021-03-06,,Cuba,,2021-03-06
301,1,Spanish,"Miami, FL",,2021-03-06,,Cuba,,2021-03-06
302,2,Spanish,Florida - FL,,2021-03-07,,Venezuela,,2021-03-07
302,2,Spanish,Florida - FL,,2021-03-07,,Venezuela,,2021-03-07
303,2,Spanish,Florida - FL,,2021-03-07,,Venezuela,,2021-03-07
303,2,Spanish,Florida - FL,,2021-03-07,,Venezuela,,2021-03-07
304,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
304,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
304,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
305,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
305,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
305,3,Spanish,Texas - TX,,2021-03-07,,Cuba,,2021-03-07
306,1,Spanish,California - CA,,2021-03-07,,Cuba,,2021-03-07
307,2,Spanish,"Florida, Texas",,2021-03-08,,Venezuela,,2021-03-08
307,2,Spanish,"Florida, Texas",,2021-03-08,,Venezuela,,2021-03-08
308,5,Spanish,Tennessee - TN,,2021-03-08,,Venezuela,,2021-03-08
308,5,Spanish,Tennessee - TN,,2021-03-08,,Venezuela,,2021-03-08
308,5,Spanish,Tennessee - TN,,2021-03-08,,Venezuela,,2021-03-08
308,5,Spanish,Tennessee - TN,,2021-03-08,,Venezuela,,2021-03-08
308,5,Spanish,Tennessee - TN,,2021-03-08,,Venezuela,,2021-03-08
309,2,Spanish,Texas - TX,,2021-03-08,,Cuba,,2021-03-08
309,2,Spanish,Texas - TX,,2021-03-08,,Cuba,,2021-03-08
310,2,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
310,2,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
311,1,Spanish,Florida - FL,,2021-03-08,,Venezuela,,2021-03-08
312,1,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
313,1,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
314,1,Spanish,South Carolina - SC,,2021-03-08,,Nicaragua,,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
315,6,Spanish,Florida - FL,,2021-03-08,,"Venezuela, Cuba",,2021-03-08
316,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
317,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
318,1,Spanish,Utah - UT,,2021-03-08,,Venezuela,,2021-03-08
319,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
320,1,Spanish,,,2021-03-08,,Cuba,,2021-03-08
321,2,Spanish,Colorado - CO,,2021-03-08,,Cuba,,2021-03-08
321,2,Spanish,Colorado - CO,,2021-03-08,,Cuba,,2021-03-08
322,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
323,1,Spanish,Kentucky - KY,,2021-03-08,,Cuba,,2021-03-08
324,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
325,1,Spanish,,,2021-03-08,,Cuba,,2021-03-08
326,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
327,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
328,3,Punjabi,California - CA,,2021-03-08,,India,,2021-03-08
328,3,Punjabi,California - CA,,2021-03-08,,India,,2021-03-08
328,3,Punjabi,California - CA,,2021-03-08,,India,,2021-03-08
329,1,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
330,2,Spanish,Texas - TX,,2021-03-08,,Cuba,,2021-03-08
330,2,Spanish,Texas - TX,,2021-03-08,,Cuba,,2021-03-08
331,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
331,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
331,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
332,4,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
332,4,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
332,4,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
332,4,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
333,2,Spanish,Nevada - NV,,2021-03-08,,Cuba,,2021-03-08
333,2,Spanish,Nevada - NV,,2021-03-08,,Cuba,,2021-03-08
334,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
334,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
334,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
335,2,Spanish,,,2021-03-08,,Cuba,,2021-03-08
335,2,Spanish,,,2021-03-08,,Cuba,,2021-03-08
336,3,Spanish,New York - NY,,2021-03-08,,Ecuador,,2021-03-08
336,3,Spanish,New York - NY,,2021-03-08,,Ecuador,,2021-03-08
336,3,Spanish,New York - NY,,2021-03-08,,Ecuador,,2021-03-08
337,3,Portuguese,Florida - FL,,2021-03-08,,Brazil,,2021-03-08
337,3,Portuguese,Florida - FL,,2021-03-08,,Brazil,,2021-03-08
337,3,Portuguese,Florida - FL,,2021-03-08,,Brazil,,2021-03-08
338,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
338,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
338,3,Portuguese,,,2021-03-08,,Brazil,,2021-03-08
339,3,Spanish,Vermont - VT,,2021-03-08,,Cuba,,2021-03-08
339,3,Spanish,Vermont - VT,,2021-03-08,,Cuba,,2021-03-08
339,3,Spanish,Vermont - VT,,2021-03-08,,Cuba,,2021-03-08
340,2,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
340,2,Spanish,Texas - TX,,2021-03-08,,Venezuela,,2021-03-08
341,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
341,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
341,3,Spanish,Florida - FL,,2021-03-08,,Cuba,,2021-03-08
342,3,French,Florida - FL,,2021-03-08,,Haiti,,2021-03-08
342,3,French,Florida - FL,,2021-03-08,,Haiti,,2021-03-08
342,3,French,Florida - FL,,2021-03-08,,Haiti,,2021-03-08
343,3,Spanish,Florida - FL,,2021-03-08,,Cuba/Honduras/Mexico,,2021-03-08
343,3,Spanish,Florida - FL,,2021-03-08,,Cuba/Honduras/Mexico,,2021-03-08
343,3,Spanish,Florida - FL,,2021-03-08,,Cuba/Honduras/Mexico,,2021-03-08
344,1,Spanish,Texas - TX,,2021-03-08,,Cuba,,2021-03-08
345,3,,Massachusetts - MA,,2021-03-08,,Guatemala,,2021-03-08
345,3,,Massachusetts - MA,,2021-03-08,,Guatemala,,2021-03-08
345,3,,Massachusetts - MA,,2021-03-08,,Guatemala,,2021-03-08
346,4,Romanian,,,2021-03-08,,Romania,,2021-03-08
346,4,Romanian,,,2021-03-08,,Romania,,2021-03-08
346,4,Romanian,,,2021-03-08,,Romania,,2021-03-08
346,4,Romanian,,,2021-03-08,,Romania,,2021-03-08
347,1,Spanish,Oklahoma - OK,,2021-03-09,,Venezuela,,2021-03-09
348,3,Spanish,New York - NY,,2021-03-09,,Ecuador,,2021-03-09
348,3,Spanish,New York - NY,,2021-03-09,,Ecuador,,2021-03-09
348,3,Spanish,New York - NY,,2021-03-09,,Ecuador,,2021-03-09
349,2,Spanish,Georgia - GA,,2021-03-09,,Venezuela,,2021-03-09
349,2,Spanish,Georgia - GA,,2021-03-09,,Venezuela,,2021-03-09
350,1,Spanish,Virginia - VA,,2021-03-09,,Guatemala,,2021-03-09
351,1,Spanish,Florida - FL,,2021-03-09,,Cuba,,2021-03-09
352,4,Spanish,Minnesota - MN,,2021-03-09,,Ecuador,,2021-03-09
352,4,Spanish,Minnesota - MN,,2021-03-09,,Ecuador,,2021-03-09
352,4,Spanish,Minnesota - MN,,2021-03-09,,Ecuador,,2021-03-09
352,4,Spanish,Minnesota - MN,,2021-03-09,,Ecuador,,2021-03-09
353,2,Spanish,Arizona - AZ,,2021-03-09,,Cuba,,2021-03-09
353,2,Spanish,Arizona - AZ,,2021-03-09,,Cuba,,2021-03-09
354,3,Spanish,Ohio - OH,,2021-03-09,,Venezuela,,2021-03-09
354,3,Spanish,Ohio - OH,,2021-03-09,,Venezuela,,2021-03-09
354,3,Spanish,Ohio - OH,,2021-03-09,,Venezuela,,2021-03-09
355,1,Spanish,Kentucky - KY,,2021-03-10,,Guatemala,,2021-03-10
356,4,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
356,4,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
356,4,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
356,4,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
357,2,Spanish,Texas - TX,,2021-03-10,,Venezuela,,2021-03-10
357,2,Spanish,Texas - TX,,2021-03-10,,Venezuela,,2021-03-10
358,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
358,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
358,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
359,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
359,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
359,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
360,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
360,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
360,3,Kichwa,New York - NY,,2021-03-10,,Ecuador,,2021-03-10
361,3,Spanish,Georgia - GA,,2021-03-10,,Venezuela,,2021-03-10
361,3,Spanish,Georgia - GA,,2021-03-10,,Venezuela,,2021-03-10
361,3,Spanish,Georgia - GA,,2021-03-10,,Venezuela,,2021-03-10
362,2,Spanish,Texas - TX,,2021-03-10,,Venezuela,,2021-03-10
362,2,Spanish,Texas - TX,,2021-03-10,,Venezuela,,2021-03-10
363,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
363,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
363,3,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
364,2,Mam,North Carolina - NC,,2021-03-10,,Guatemala,,2021-03-10
364,2,Mam,North Carolina - NC,,2021-03-10,,Guatemala,,2021-03-10
365,1,Spanish,Florida - FL,,2021-03-10,,Cuba,,2021-03-10
